flag,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
Y,M,1. HS,3075435,6upto65,Y,B,Married,Y,Professional,3High,Owner,West,6,C
Y,M,2. Some College,180754,3upto35,Y,F,Married,Y,Professional,1Low,Owner,Northeast,2,F
N,M,0. lessHS,374981,5upto55,Y,C,Married,Y,Professional,2Med,Owner,West,2,F
Y,F,1. HS,155216,6upto65,Y,I,Single,N,Professional,1Low,Owner,West,2,D
N,M,2. Some College,26160,1_Unk,Y,J,Married,Y,Blue Collar,1Low,Owner,Northeast,4,F
N,M,2. Some College,505378,4upto45,Y,C,Married,Y,Sales/Service,1Low,Renter,West,2,F
N,F,1. HS,0,1_Unk,N,J,,Y,Sales/Service,1Low,Owner,South,7,F
N,F,1. HS,425645,7above65,Y,I,,N,Retired,3High,Owner,West,3,B
N,F,1. HS,262962,5upto55,Y,E,Married,U,Blue Collar,1Low,Owner,West,8,G
Y,M,2. Some College,235537,2upto25,Y,E,,Y,Blue Collar,2Med,Owner,South,2,E
Y,M,3. Bach,464667,6upto65,N,B,Single,N,Others,3High,Owner,West,1,H
N,M,1. HS,97664,3upto35,Y,F,Single,U,Blue Collar,1Low,Owner,Midwest,8,D
N,M,,23432,1_Unk,Y,I,Single,Y,Blue Collar,1Low,Renter,South,9,F
Y,M,4. Grad,656354,6upto65,Y,B,Married,N,Professional,1Low,Owner,West,1,I
Y,M,0. lessHS,180177,5upto55,Y,C,Married,Y,Professional,2Med,Owner,Midwest,1,G
Y,M,3. Bach,779895,4upto45,N,C,Married,Y,Professional,3High,Owner,Midwest,1,L
N,F,1. HS,0,1_Unk,Y,G,Married,Y,Sales/Service,1Low,Renter,South,9,D
Y,M,3. Bach,657335,4upto45,N,C,Married,Y,Professional,3High,Owner,South,1,K
N,F,1. HS,176209,5upto55,Y,E,Married,Y,Sales/Service,1Low,Owner,South,6,F
Y,F,3. Bach,558014,4upto45,Y,C,,Y,Professional,1Low,Owner,South,1,I
N,F,1. HS,53737,1_Unk,N,G,Single,Y,Sales/Service,1Low,Renter,West,2,D
N,M,4. Grad,418076,7above65,Y,H,Married,Y,Retired,3High,Owner,South,1,F
Y,F,3. Bach,407649,5upto55,Y,B,,N,Professional,2Med,Owner,West,1,F
Y,F,2. Some College,480918,4upto45,N,C,Married,Y,Sales/Service,1Low,Owner,South,4,F
N,M,2. Some College,172220,2upto25,Y,I,,U,Professional,1Low,Owner,West,4,E
N,F,3. Bach,359700,4upto45,N,C,Married,Y,Professional,1Low,Owner,West,3,I
Y,M,2. Some College,201889,3upto35,Y,I,,N,Professional,2Med,Owner,Northeast,2,E
N,F,3. Bach,271377,5upto55,N,I,Married,N,Sales/Service,1Low,Owner,Northeast,1,A
N,M,0. lessHS,135487,5upto55,Y,C,Married,Y,Blue Collar,1Low,Owner,South,4,G
Y,M,3. Bach,321768,6upto65,Y,G,,Y,Retired,1Low,Renter,Northeast,8,F
N,F,2. Some College,201650,5upto55,Y,E,Married,N,Sales/Service,1Low,Owner,South,2,F
N,M,4. Grad,120532,6upto65,Y,F,Single,N,Professional,1Low,Owner,South,3,E
N,M,2. Some College,275770,2upto25,Y,E,Married,N,Sales/Service,3High,Owner,Northeast,1,G
N,M,2. Some College,77826,2upto25,Y,F,,Y,Professional,1Low,Owner,South,8,D
N,M,1. HS,192199,7above65,Y,E,Married,U,Others,1Low,Owner,Northeast,1,C
N,M,0. lessHS,296654,5upto55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,G
N,M,,0,1_Unk,Y,H,,N,Sales/Service,1Low,,West,1,B
N,F,2. Some College,88718,2upto25,Y,F,Single,U,Sales/Service,1Low,Renter,South,8,C
Y,M,4. Grad,705758,5upto55,Y,C,Married,Y,Professional,3High,Owner,South,2,K
N,M,3. Bach,243288,6upto65,Y,H,Married,N,Sales/Service,1Low,Renter,South,1,G
N,F,2. Some College,226327,1_Unk,N,E,Married,U,Professional,1Low,,South,7,G
Y,M,4. Grad,0,1_Unk,Y,G,Single,Y,Sales/Service,1Low,Renter,Midwest,6,E
N,F,3. Bach,172480,2upto25,N,G,Married,U,Sales/Service,1Low,Renter,South,7,A
Y,F,4. Grad,583204,6upto65,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,L
N,F,3. Bach,228900,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,4,C
Y,F,3. Bach,488472,6upto65,Y,B,Married,N,Professional,1Low,Owner,Northeast,2,A
N,M,1. HS,146496,1_Unk,Y,F,Married,Y,Blue Collar,1Low,Renter,West,3,E
N,M,3. Bach,809325,3upto35,Y,B,,N,Professional,1Low,Owner,West,1,H
Y,F,2. Some College,246885,7above65,Y,F,Married,Y,Retired,1Low,Owner,South,3,E
Y,M,1. HS,229770,3upto35,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,2,E
Y,M,3. Bach,0,4upto45,N,G,Single,Y,Blue Collar,1Low,Renter,Midwest,8,C
Y,M,2. Some College,291160,3upto35,Y,F,Single,Y,Blue Collar,1Low,Owner,South,3,C
N,F,3. Bach,124794,4upto45,Y,E,Married,N,Professional,1Low,Owner,South,1,G
Y,F,3. Bach,312121,4upto45,Y,C,Married,U,Blue Collar,1Low,Renter,West,4,F
Y,M,4. Grad,1090000,6upto65,Y,B,Married,N,Professional,3High,Owner,West,1,E
Y,M,4. Grad,356560,6upto65,N,B,Married,U,Others,2Med,Owner,South,1,J
N,M,0. lessHS,0,4upto45,Y,J,Married,N,Sales/Service,1Low,Owner,West,4,D
Y,M,2. Some College,121262,2upto25,Y,G,Married,Y,Blue Collar,1Low,Owner,West,9,D
N,M,2. Some College,997469,5upto55,Y,B,,N,Sales/Service,3High,Owner,South,1,J
N,F,4. Grad,229471,6upto65,Y,B,Married,N,Blue Collar,1Low,Owner,Midwest,1,F
N,M,2. Some College,0,1_Unk,Y,C,Married,Y,Sales/Service,1Low,Owner,South,2,E
Y,M,4. Grad,615398,5upto55,Y,C,Married,Y,Professional,3High,Owner,West,1,J
Y,M,2. Some College,311647,4upto45,Y,C,Married,Y,Professional,3High,Owner,West,2,H
N,F,,207884,1_Unk,Y,F,,Y,Sales/Service,2Med,Owner,West,4,G
Y,M,2. Some College,639830,7above65,Y,B,Married,Y,Retired,3High,Owner,South,1,F
N,F,1. HS,128620,7above65,Y,D,,N,Retired,1Low,Owner,Northeast,8,A
N,M,1. HS,0,6upto65,Y,G,Single,N,Blue Collar,1Low,Renter,Midwest,8,F
Y,M,3. Bach,0,3upto35,Y,E,,Y,Blue Collar,1Low,Renter,Northeast,6,F
Y,M,3. Bach,224365,5upto55,Y,C,Married,Y,Sales/Service,2Med,Owner,West,1,I
Y,M,3. Bach,289504,5upto55,N,A,Married,U,Professional,2Med,Owner,West,1,F
N,F,2. Some College,100443,3upto35,Y,F,Single,Y,Sales/Service,1Low,Owner,Northeast,5,D
Y,M,4. Grad,2628153,5upto55,Y,B,Married,N,Professional,3High,Owner,West,2,L
Y,M,2. Some College,250809,5upto55,Y,A,Single,U,Sales/Service,1Low,Renter,West,2,F
N,F,0. lessHS,104918,7above65,N,D,,N,Retired,1Low,Renter,South,7,A
N,F,1. HS,136195,1_Unk,Y,J,,N,Retired,1Low,Owner,Northeast,2,E
N,M,2. Some College,276969,5upto55,Y,C,Married,Y,Professional,2Med,Owner,South,1,F
N,F,4. Grad,425786,5upto55,Y,C,Married,Y,Sales/Service,3High,Owner,West,3,G
Y,M,4. Grad,371472,1_Unk,Y,D,Single,N,Sales/Service,1Low,Renter,South,1,F
Y,M,2. Some College,147640,4upto45,Y,F,Married,U,Blue Collar,1Low,Owner,Northeast,4,A
Y,M,3. Bach,146343,4upto45,Y,C,,Y,Professional,1Low,Owner,South,4,E
N,F,2. Some College,251790,7above65,N,E,,N,Retired,1Low,,South,1,K
N,M,0. lessHS,0,1_Unk,Y,F,Married,U,Sales/Service,1Low,Owner,Northeast,9,E
Y,M,4. Grad,257839,3upto35,N,B,,N,Professional,1Low,Owner,West,3,D
Y,F,4. Grad,918216,5upto55,Y,C,,Y,Sales/Service,3High,Owner,Northeast,1,K
N,M,3. Bach,0,1_Unk,N,J,Married,Y,Sales/Service,1Low,Renter,Midwest,7,E
N,F,3. Bach,127680,4upto45,Y,G,Married,Y,Sales/Service,1Low,Renter,South,3,D
N,F,1. HS,395670,6upto65,Y,I,,U,Blue Collar,3High,Owner,West,4,F
Y,F,1. HS,83570,7above65,Y,I,,U,Retired,1Low,Owner,Northeast,3,E
Y,M,,531614,1_Unk,Y,B,,Y,Others,1Low,Owner,West,2,B
Y,M,2. Some College,603665,5upto55,Y,B,Married,U,Blue Collar,3High,Owner,Rest,1,E
Y,F,1. HS,167533,6upto65,Y,B,Married,N,Sales/Service,1Low,Owner,West,4,E
N,M,4. Grad,490587,4upto45,Y,B,,Y,Sales/Service,2Med,Owner,South,1,I
N,M,0. lessHS,168450,2upto25,Y,E,,Y,Blue Collar,1Low,Owner,Northeast,1,E
N,M,3. Bach,653346,2upto25,Y,C,,U,Sales/Service,1Low,Owner,Northeast,1,K
N,M,0. lessHS,0,6upto65,N,J,,N,Farm,1Low,Renter,West,8,A
Y,M,4. Grad,629805,5upto55,Y,B,Married,Y,Professional,1Low,Renter,Midwest,4,L
N,M,,373043,5upto55,N,F,Married,Y,Blue Collar,1Low,Renter,West,3,C
Y,M,3. Bach,146496,3upto35,Y,E,Married,Y,Blue Collar,2Med,Owner,Midwest,2,E
N,F,4. Grad,149112,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,1,E
N,M,2. Some College,299444,4upto45,Y,C,Married,U,Sales/Service,2Med,Owner,Midwest,3,F
Y,M,2. Some College,587325,5upto55,Y,B,Married,Y,Others,3High,Owner,West,1,J
N,F,1. HS,0,5upto55,N,E,,Y,Sales/Service,1Low,Renter,West,5,H
Y,M,4. Grad,0,3upto35,Y,C,Married,Y,Blue Collar,1Low,Owner,South,1,E
Y,F,2. Some College,394619,1_Unk,Y,C,Married,Y,Professional,3High,Owner,South,2,I
Y,F,3. Bach,0,3upto35,Y,E,Single,U,Professional,1Low,Renter,Northeast,3,E
N,M,0. lessHS,139559,6upto65,N,J,,N,Others,1Low,Owner,South,7,C
Y,F,3. Bach,283436,1_Unk,Y,B,,N,Sales/Service,1Low,Renter,South,3,G
N,M,4. Grad,473426,4upto45,Y,I,Single,Y,Professional,1Low,,South,1,H
N,F,0. lessHS,0,6upto65,N,I,Married,N,Sales/Service,1Low,Owner,Midwest,5,B
Y,F,2. Some College,0,3upto35,N,E,Single,U,Sales/Service,1Low,Renter,West,9,D
N,U,2. Some College,87091,1_Unk,N,J,,Y,Sales/Service,1Low,Owner,Midwest,6,C
N,M,2. Some College,178542,2upto25,Y,E,Married,U,Professional,1Low,Owner,Midwest,3,G
Y,F,1. HS,159194,7above65,Y,D,,N,Retired,1Low,Owner,Midwest,5,C
N,U,2. Some College,276478,5upto55,Y,C,,U,Professional,2Med,Owner,Midwest,1,J
N,F,2. Some College,0,1_Unk,Y,J,,Y,Sales/Service,1Low,Owner,Midwest,6,E
Y,M,2. Some College,0,5upto55,Y,B,Single,N,Professional,1Low,Renter,South,1,D
Y,M,4. Grad,201524,6upto65,Y,E,,N,Professional,1Low,Owner,South,2,F
Y,M,4. Grad,921932,6upto65,Y,B,,N,Professional,1Low,Owner,West,1,G
N,M,4. Grad,183229,6upto65,Y,D,Married,N,Sales/Service,1Low,Owner,South,1,D
N,F,1. HS,165592,5upto55,N,F,Married,Y,Sales/Service,1Low,Owner,West,8,E
N,F,2. Some College,209733,2upto25,Y,I,,U,Professional,1Low,Owner,South,1,F
Y,M,2. Some College,485268,2upto25,Y,G,,U,Others,1Low,Renter,Northeast,7,E
Y,F,1. HS,128827,6upto65,Y,F,,N,Sales/Service,1Low,Owner,Northeast,3,D
Y,M,2. Some College,215649,4upto45,Y,E,Single,Y,Sales/Service,2Med,Owner,South,1,F
Y,M,,31893,1_Unk,Y,F,,Y,Others,1Low,Owner,Northeast,2,E
Y,F,4. Grad,261861,5upto55,Y,E,Married,N,Professional,1Low,Owner,Midwest,2,G
Y,F,2. Some College,256695,3upto35,Y,F,Married,Y,Professional,1Low,Owner,Northeast,1,F
N,M,2. Some College,161843,7above65,N,D,Married,N,Retired,1Low,Owner,South,2,G
N,M,3. Bach,164372,7above65,Y,B,,N,Retired,1Low,Owner,South,3,E
N,F,3. Bach,428915,7above65,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,L
Y,M,3. Bach,0,1_Unk,Y,J,,Y,Sales/Service,1Low,,South,1,F
Y,M,3. Bach,881134,5upto55,Y,B,Married,U,Professional,1Low,Owner,South,3,K
Y,M,2. Some College,261534,1_Unk,Y,E,,Y,Others,3High,Owner,South,1,E
Y,M,3. Bach,394525,5upto55,N,C,Married,U,Professional,3High,Owner,West,2,F
Y,M,1. HS,0,5upto55,Y,J,Married,N,Blue Collar,1Low,Owner,Northeast,8,D
Y,F,4. Grad,285144,5upto55,Y,C,,U,Professional,1Low,Owner,South,1,I
Y,F,3. Bach,522414,3upto35,Y,B,Married,Y,Professional,1Low,Owner,South,1,J
Y,F,4. Grad,96519,5upto55,Y,J,Married,Y,Professional,1Low,,Northeast,1,E
Y,F,3. Bach,384323,4upto45,Y,B,Married,Y,Professional,2Med,Owner,West,2,G
N,F,4. Grad,0,5upto55,Y,U,Married,0,Professional,1Low,,Northeast,0,U
N,F,3. Bach,778521,1_Unk,Y,C,,N,Professional,1Low,Owner,Midwest,3,I
N,M,2. Some College,0,2upto25,Y,B,,N,Blue Collar,1Low,Owner,Midwest,4,E
Y,M,2. Some College,618575,6upto65,Y,B,Married,N,Others,3High,Owner,West,1,F
N,F,4. Grad,157069,6upto65,Y,C,Married,Y,Professional,1Low,,Midwest,3,F
N,M,4. Grad,443673,6upto65,N,B,Married,Y,Professional,1Low,,South,1,G
N,F,3. Bach,138141,5upto55,Y,D,Married,Y,Professional,1Low,Owner,Midwest,3,G
Y,F,2. Some College,388476,7above65,Y,D,,N,Professional,1Low,Owner,Northeast,1,C
N,F,0. lessHS,85264,6upto65,Y,G,Single,N,Professional,1Low,Renter,South,2,B
N,F,1. HS,0,6upto65,Y,E,,Y,Blue Collar,1Low,Owner,South,3,G
Y,M,2. Some College,99190,4upto45,Y,J,Married,Y,Blue Collar,1Low,Owner,West,5,A
N,F,2. Some College,0,6upto65,Y,A,Married,N,Sales/Service,1Low,Renter,South,6,E
Y,F,2. Some College,1504200,5upto55,Y,C,,Y,Professional,3High,Owner,West,1,F
Y,M,3. Bach,372063,4upto45,Y,F,Married,Y,Professional,1Low,Renter,South,1,A
Y,M,4. Grad,435291,5upto55,Y,C,Married,U,Sales/Service,3High,Owner,Northeast,1,G
N,M,2. Some College,0,4upto45,Y,G,Married,Y,Sales/Service,1Low,,South,4,C
Y,F,3. Bach,391244,7above65,Y,C,Married,U,Retired,2Med,Owner,South,1,H
Y,M,3. Bach,974939,6upto65,Y,B,Married,N,Professional,3High,Owner,South,1,H
N,F,2. Some College,473729,4upto45,Y,B,Married,U,Sales/Service,1Low,,South,1,I
Y,F,3. Bach,207481,5upto55,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,E
N,M,3. Bach,45780,4upto45,Y,G,Married,Y,Blue Collar,1Low,Owner,South,6,B
Y,F,2. Some College,246340,4upto45,Y,C,Married,Y,Professional,2Med,Owner,West,3,I
Y,M,3. Bach,2929375,6upto65,Y,B,Married,Y,Professional,3High,Owner,West,3,L
N,F,2. Some College,331578,3upto35,Y,F,,U,Professional,1Low,Renter,West,2,G
Y,F,1. HS,145515,4upto45,Y,C,Married,Y,Professional,2Med,Owner,South,2,F
Y,F,3. Bach,0,5upto55,Y,B,Married,Y,Sales/Service,1Low,Renter,West,4,E
Y,M,2. Some College,190641,4upto45,Y,E,Married,U,Sales/Service,1Low,Owner,Midwest,2,G
N,M,1. HS,417971,7above65,Y,H,Married,N,Retired,1Low,Owner,West,2,H
Y,M,2. Some College,176960,5upto55,Y,C,Married,Y,Sales/Service,1Low,Owner,South,2,G
N,M,3. Bach,494282,5upto55,Y,C,Married,Y,Others,3High,Owner,Rest,2,F
N,M,3. Bach,535462,3upto35,Y,B,,U,Professional,1Low,Owner,Midwest,1,L
N,M,1. HS,124351,6upto65,Y,B,Single,N,Blue Collar,1Low,Renter,Midwest,7,E
N,M,0. lessHS,97337,6upto65,Y,G,Married,Y,Blue Collar,1Low,Owner,South,8,F
Y,M,4. Grad,728992,6upto65,N,C,Married,Y,Retired,3High,Owner,West,3,K
N,F,1. HS,77041,1_Unk,Y,D,,N,Sales/Service,1Low,Owner,South,7,B
N,F,3. Bach,227402,3upto35,N,C,Married,Y,Professional,1Low,Owner,South,2,B
Y,M,3. Bach,143190,7above65,Y,E,,Y,Professional,1Low,Owner,Midwest,1,A
N,M,1. HS,248209,3upto35,Y,D,Married,N,Professional,1Low,Owner,Midwest,1,F
Y,M,2. Some College,302965,7above65,Y,G,Married,U,Professional,2Med,Owner,West,6,E
N,M,1. HS,97991,7above65,N,G,,U,Retired,1Low,Owner,Northeast,2,E
N,F,4. Grad,0,3upto35,Y,G,Single,U,Professional,1Low,Renter,Northeast,4,E
Y,M,4. Grad,424309,4upto45,Y,B,Married,U,Professional,3High,Owner,South,1,H
N,U,2. Some College,626750,5upto55,Y,C,Married,U,Sales/Service,2Med,Owner,Northeast,1,E
N,F,2. Some College,0,7above65,Y,G,,Y,Retired,1Low,Renter,Northeast,5,D
Y,F,2. Some College,56158,4upto45,Y,I,Single,U,Sales/Service,1Low,Owner,South,5,D
N,F,3. Bach,0,1_Unk,N,E,Single,Y,Others,1Low,Renter,West,4,B
N,M,0. lessHS,103005,7above65,Y,J,Married,N,Retired,1Low,Owner,South,3,C
N,M,3. Bach,1271267,1_Unk,Y,C,,Y,Professional,3High,Owner,West,1,L
N,U,0. lessHS,327470,1_Unk,N,E,,Y,Professional,1Low,Renter,Northeast,8,D
Y,F,0. lessHS,558407,5upto55,Y,E,Married,N,Professional,2Med,Owner,Northeast,1,G
N,F,0. lessHS,194880,4upto45,N,G,Married,Y,Sales/Service,1Low,Owner,South,7,E
N,M,3. Bach,260510,4upto45,Y,E,Married,Y,Professional,1Low,Owner,South,1,A
N,M,2. Some College,810633,2upto25,Y,B,,U,Sales/Service,1Low,Owner,South,1,B
N,F,1. HS,167827,5upto55,N,D,,N,Blue Collar,1Low,Owner,South,2,F
Y,M,2. Some College,296153,4upto45,N,E,Married,U,Blue Collar,3High,Owner,Northeast,3,E
Y,M,1. HS,0,7above65,Y,G,,N,Professional,1Low,,South,2,C
Y,M,0. lessHS,125666,4upto45,Y,E,,U,Professional,1Low,Owner,South,2,D
N,M,4. Grad,271715,6upto65,Y,B,Married,N,Professional,1Low,Owner,Midwest,3,G
N,F,1. HS,0,3upto35,N,F,Married,U,Sales/Service,1Low,,Northeast,4,C
N,M,1. HS,497930,5upto55,N,A,,U,Sales/Service,1Low,Renter,Northeast,6,H
N,M,3. Bach,1211262,3upto35,N,E,,Y,Professional,1Low,Owner,South,1,E
Y,M,2. Some College,111943,7above65,Y,J,Married,Y,Blue Collar,1Low,Owner,West,3,E
N,M,2. Some College,168775,5upto55,Y,F,Married,Y,Blue Collar,1Low,Owner,South,5,F
Y,M,1. HS,317222,3upto35,N,D,,N,Blue Collar,1Low,Owner,Midwest,4,C
N,F,1. HS,0,6upto65,N,I,Single,N,Sales/Service,1Low,Owner,Midwest,7,D
N,F,0. lessHS,103408,1_Unk,N,F,,N,Blue Collar,1Low,Owner,South,5,C
N,F,3. Bach,835049,6upto65,Y,B,Married,N,Professional,1Low,Owner,West,1,G
Y,M,0. lessHS,208299,4upto45,Y,E,Married,Y,Blue Collar,2Med,Owner,West,7,E
N,F,1. HS,87303,6upto65,Y,J,Married,Y,Sales/Service,1Low,Owner,Midwest,5,E
N,F,1. HS,27816,5upto55,Y,J,Married,U,Blue Collar,1Low,Owner,Midwest,9,A
Y,M,3. Bach,134288,5upto55,Y,E,Married,U,Professional,3High,Owner,Northeast,2,G
N,F,3. Bach,91951,5upto55,Y,B,Married,Y,Farm,1Low,Owner,West,3,E
N,M,0. lessHS,104838,5upto55,Y,F,Single,N,Blue Collar,1Low,Renter,Northeast,3,G
N,F,4. Grad,1327554,5upto55,Y,B,Married,Y,Professional,1Low,Owner,Northeast,1,G
Y,M,3. Bach,197987,6upto65,N,A,,N,Sales/Service,1Low,,Midwest,1,E
Y,M,2. Some College,375762,5upto55,Y,B,Married,N,Professional,2Med,Owner,South,2,H
Y,F,2. Some College,520475,6upto65,Y,C,Married,Y,Sales/Service,3High,Owner,South,1,F
N,F,1. HS,109760,7above65,Y,H,Married,N,Retired,1Low,Owner,South,1,F
N,F,4. Grad,600328,4upto45,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,H
N,M,2. Some College,398569,4upto45,Y,C,,Y,Professional,1Low,Owner,Northeast,1,I
Y,M,2. Some College,0,3upto35,N,G,Single,Y,Blue Collar,1Low,Renter,West,5,C
N,M,3. Bach,921109,6upto65,Y,B,Married,N,Retired,1Low,Owner,South,1,C
N,M,3. Bach,1496297,2upto25,Y,B,Married,N,Professional,2Med,Owner,Northeast,1,K
Y,M,4. Grad,399768,6upto65,Y,C,Married,Y,Professional,2Med,Owner,West,2,H
N,F,2. Some College,277121,3upto35,Y,D,,N,Others,1Low,Owner,South,1,E
Y,F,2. Some College,194238,5upto55,Y,F,Married,Y,Sales/Service,2Med,Owner,South,5,E
N,F,3. Bach,197061,4upto45,Y,C,Married,Y,Professional,2Med,Owner,South,3,E
Y,M,4. Grad,386078,5upto55,N,C,Married,Y,Professional,1Low,Owner,South,2,H
N,M,4. Grad,1781060,5upto55,Y,B,Married,N,Professional,1Low,Owner,West,1,K
N,F,1. HS,0,3upto35,N,G,,N,Sales/Service,1Low,Renter,South,9,E
N,M,2. Some College,224812,1_Unk,N,B,Married,Y,Sales/Service,2Med,Owner,West,2,F
N,F,1. HS,65490,7above65,Y,F,Married,N,Retired,1Low,Owner,Northeast,4,D
Y,M,1. HS,402945,4upto45,Y,E,Married,U,Blue Collar,3High,Owner,Northeast,1,A
N,F,2. Some College,1017689,5upto55,Y,B,Married,N,Professional,3High,Owner,West,3,J
Y,F,3. Bach,455610,4upto45,Y,C,Married,Y,Professional,3High,Owner,South,1,F
N,M,2. Some College,211699,5upto55,Y,E,Married,U,Others,1Low,Owner,South,6,B
N,M,2. Some College,155979,6upto65,Y,H,,N,Sales/Service,2Med,Owner,West,1,E
Y,M,4. Grad,265524,1_Unk,Y,C,Single,Y,Sales/Service,3High,Owner,Midwest,2,I
N,F,3. Bach,342914,4upto45,Y,F,,U,Professional,3High,Owner,Northeast,1,E
N,M,1. HS,94176,7above65,Y,D,Married,N,Blue Collar,1Low,Owner,Northeast,1,F
Y,M,3. Bach,386630,6upto65,Y,C,Married,Y,Professional,1Low,Owner,West,1,F
N,F,0. lessHS,245707,4upto45,Y,F,Married,Y,Sales/Service,2Med,Owner,Northeast,8,G
Y,M,1. HS,243612,3upto35,N,G,,Y,Blue Collar,1Low,Renter,West,8,D
Y,M,2. Some College,787263,5upto55,Y,C,Married,Y,Professional,3High,Owner,West,1,J
Y,M,2. Some College,178895,5upto55,Y,E,Married,Y,Professional,2Med,Owner,South,1,A
N,M,3. Bach,0,2upto25,Y,G,,U,Sales/Service,1Low,Renter,South,9,A
N,F,0. lessHS,118831,7above65,N,D,,N,Retired,1Low,Owner,South,2,D
Y,M,2. Some College,365019,2upto25,Y,C,Single,U,Sales/Service,1Low,Owner,West,7,D
Y,F,2. Some College,418560,5upto55,Y,B,Married,U,Professional,1Low,Owner,Midwest,5,G
N,F,3. Bach,278495,6upto65,Y,B,Married,U,Professional,3High,Owner,South,2,E
Y,F,2. Some College,57573,2upto25,N,J,,N,Sales/Service,1Low,Owner,South,3,B
N,F,2. Some College,77131,1_Unk,Y,F,Married,U,Sales/Service,1Low,Owner,Midwest,7,E
N,F,2. Some College,0,4upto45,Y,E,Married,Y,Sales/Service,1Low,,South,7,G
Y,M,0. lessHS,74169,7above65,N,H,,N,Retired,1Low,,Northeast,1,E
Y,M,4. Grad,254033,5upto55,Y,C,Married,U,Professional,3High,Owner,West,1,E
Y,M,0. lessHS,0,3upto35,N,G,Single,U,Professional,1Low,Renter,South,5,G
Y,M,2. Some College,79570,4upto45,Y,F,,Y,Sales/Service,1Low,Owner,Midwest,5,E
Y,M,1. HS,182711,6upto65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,3,F
N,M,1. HS,368757,5upto55,Y,B,Married,N,Professional,1Low,Owner,South,1,J
Y,M,2. Some College,0,1_Unk,N,C,Single,U,Sales/Service,1Low,Owner,Northeast,7,F
Y,M,2. Some College,135770,6upto65,Y,E,Married,N,Sales/Service,1Low,Owner,Northeast,8,D
Y,M,4. Grad,367602,7above65,N,G,,Y,Retired,1Low,Renter,Northeast,3,G
Y,M,0. lessHS,0,5upto55,Y,F,,U,Sales/Service,1Low,Owner,Northeast,4,E
N,F,2. Some College,101849,7above65,Y,D,,N,Sales/Service,1Low,Owner,Midwest,5,C
N,M,4. Grad,0,1_Unk,Y,A,Single,N,Sales/Service,1Low,Renter,Northeast,7,H
N,F,4. Grad,770902,5upto55,Y,C,Married,Y,Others,3High,Owner,South,1,K
Y,M,3. Bach,442890,4upto45,N,E,Married,Y,Professional,1Low,Owner,Northeast,2,E
Y,F,1. HS,785944,6upto65,Y,B,Married,N,Blue Collar,1Low,Owner,South,2,F
Y,M,3. Bach,1311204,6upto65,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,L
Y,M,1. HS,379680,1_Unk,Y,A,Married,N,Sales/Service,1Low,,Northeast,8,E
Y,M,4. Grad,0,3upto35,Y,C,Married,Y,Professional,1Low,Owner,Midwest,6,H
Y,M,2. Some College,0,3upto35,N,G,,Y,Blue Collar,1Low,Renter,West,5,E
N,F,0. lessHS,496386,1_Unk,N,E,,Y,Blue Collar,1Low,Renter,South,9,B
N,M,4. Grad,533773,4upto45,Y,E,Married,Y,Professional,1Low,,West,3,F
N,F,2. Some College,0,1_Unk,N,E,,U,Sales/Service,1Low,,West,4,A
N,M,0. lessHS,62980,1_Unk,N,J,,U,Sales/Service,1Low,Owner,Northeast,1,A
N,F,3. Bach,750465,5upto55,Y,C,Married,Y,Professional,2Med,Owner,South,1,J
N,F,2. Some College,427280,1_Unk,N,B,Married,N,Blue Collar,1Low,Owner,West,1,G
N,M,1. HS,145678,5upto55,Y,E,Married,Y,Blue Collar,1Low,Owner,South,7,E
N,F,2. Some College,182640,1_Unk,Y,F,Married,Y,Blue Collar,1Low,Owner,West,9,A
Y,M,2. Some College,202020,5upto55,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,G
N,M,0. lessHS,201650,6upto65,N,H,Married,N,Sales/Service,1Low,Owner,South,5,E
N,M,2. Some College,92802,4upto45,N,F,Married,Y,Sales/Service,1Low,Owner,Midwest,2,F
Y,M,1. HS,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,West,9,B
N,M,0. lessHS,0,7above65,Y,D,Married,N,Retired,1Low,Owner,Midwest,5,D
Y,M,1. HS,173887,7above65,N,D,Married,N,Retired,1Low,Owner,West,4,D
Y,M,3. Bach,346445,5upto55,Y,B,,Y,Professional,1Low,,South,1,G
N,F,0. lessHS,188057,1_Unk,N,F,,Y,Sales/Service,1Low,,South,9,C
Y,M,0. lessHS,565077,5upto55,Y,B,Married,N,Professional,2Med,Owner,South,1,J
Y,M,2. Some College,383571,2upto25,Y,E,Married,Y,Professional,3High,Owner,Northeast,2,G
N,F,0. lessHS,81532,4upto45,N,C,Married,Y,Professional,1Low,Owner,South,8,F
